scorer,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010
8,306.10034,197.12341,0.77296674,775.3303,352.23535,0.88417,908.75836,412.01288,0.78992015,1422.4652,527.32245,0.8607422,1760.0845,646.49976,0.8982304
9,305.28067,196.34639,0.795945,774.32227,350.038,0.9208107,908.1609,410.00513,0.8072974,1421.5499,525.6018,0.7812156,1759.8728,644.96655,0.90501404
10,302.43457,202.74431,0.8086666,773.6589,349.33536,0.9349218,907.3029,409.89774,0.81073606,1420.5011,524.65515,0.78480417,1759.1486,644.16943,0.8834908
11,294.78305,219.12999,0.7866158,772.4164,348.84845,0.9387835,907.56793,409.6276,0.81435865,1420.6456,524.59216,0.78519815,1759.1906,644.1306,0.8826229
12,289.6457,249.2608,0.80800974,771.2042,348.4448,0.95222634,908.20294,410.2307,0.821622,1421.2758,525.1095,0.7889347,1759.7983,644.89844,0.9168174
13,290.8362,289.43286,0.8485092,770.13434,347.05292,0.9539157,908.01337,409.7896,0.82417244,1421.1597,524.5153,0.7764004,1759.5398,643.94305,0.89208573
14,306.35022,339.60223,0.8467076,769.2273,346.87604,0.8789238,907.54535,409.36478,0.81652635,1421.0181,523.7229,0.693841,1759.7688,643.6138,0.8908462
15,336.94165,394.08142,0.81489116,770.2852,346.1605,0.91353065,908.52527,408.65042,0.813333,1421.7189,523.0439,0.69028884,1759.3066,642.666,0.87211543
16,374.2939,442.43045,0.8696341,771.4605,347.0638,0.95655316,909.8948,409.9695,0.79298717,1422.6227,524.57715,0.748176,1759.9243,643.9003,0.9272322
17,417.37338,479.1094,0.9302419,775.75385,346.77194,0.90795267,914.5425,410.43857,0.7975611,1427.4027,526.4321,0.8676456,1762.9609,646.02606,0.91558087
18,450.2109,502.2617,0.8683486,783.7828,348.84415,0.9138544,923.1948,412.49283,0.8002728,1434.7229,529.1203,0.88230413,1769.4857,650.49805,0.84932804
19,463.475,508.18506,0.91846013,797.4858,351.8736,0.9185121,938.1158,416.42062,0.75807244,1449.4867,532.6875,0.91245294,1780.9353,654.5969,0.8262736
20,456.42844,499.79037,0.9176566,805.90784,353.9243,0.8181394,946.30536,418.76743,0.8039874,1456.8185,536.6296,0.7974588,1787.013,657.3571,0.86376613
21,423.26373,473.53128,0.8186874,799.965,351.11847,0.8977808,940.653,416.41,0.76043195,1451.2848,533.99335,0.89007676,1781.3086,655.64343,0.8545749
22,382.99313,436.96976,0.95857817,790.11975,351.489,0.89758354,930.2959,416.07318,0.75372607,1442.2864,533.1534,0.78731555,1777.0684,654.23676,0.83639324
23,339.17627,386.76184,0.84357554,780.52606,349.30347,0.9249472,921.4495,413.08655,0.77713734,1433.9097,528.16736,0.75036573,1770.4865,647.7022,0.87486446
24,304.60138,327.06366,0.8183079,773.649,349.02698,0.9174526,912.626,411.45587,0.80850595,1425.7643,525.7733,0.8182053,1762.7408,644.5707,0.9244981
25,289.68494,266.9637,0.81477475,772.4435,346.82565,0.9492072,910.1214,409.3447,0.80061847,1423.0322,523.30664,0.7885132,1760.9324,641.974,0.8230806
26,298.9381,215.48572,0.7641279,774.3262,347.41278,0.9474805,909.0475,407.81894,0.81719905,1422.3558,520.15015,0.84610486,1760.8185,639.6006,0.7677985
27,314.60843,180.52289,0.79953253,775.1638,347.8247,0.9476816,908.25024,407.9594,0.81988734,1421.8237,519.5011,0.86412317,1760.9723,639.08624,0.7806316
28,320.02463,174.02512,0.8441581,777.0656,350.1831,0.85527843,909.51166,409.5487,0.7998831,1422.6465,522.6853,0.80743426,1760.4817,641.10925,0.79365563
29,317.77036,193.0146,0.8624686,782.2767,354.57367,0.8781684,916.1104,413.25748,0.765701,1429.3192,524.76587,0.9046541,1768.1328,642.7188,0.8648957
30,304.29993,224.5626,0.8400907,781.0788,353.34814,0.867156,915.78534,413.17462,0.7785347,1428.9468,523.9133,0.89160526,1767.6765,640.99274,0.8535691
31,293.79886,266.8072,0.7984033,775.9007,346.14737,0.88327193,913.6154,407.59103,0.8118583,1427.1027,516.9723,0.8721271,1766.2396,633.5475,0.8482824
32,305.08557,322.6506,0.8574584,774.0506,345.37683,0.88278604,912.29517,406.78058,0.7897406,1425.1965,515.84125,0.82210326,1763.6198,631.1264,0.8756203
33,335.91806,386.23764,0.8532786,774.68726,346.91318,0.9157326,912.882,408.8348,0.80491406,1426.4557,518.41614,0.73011965,1764.634,635.8233,0.872665
34,373.64685,437.82535,0.8486193,776.80273,349.11185,0.8852428,916.44775,412.3774,0.79084307,1429.4613,523.92194,0.77060986,1765.6464,640.44073,0.857859
35,412.34082,477.92175,0.9171245,777.25214,350.68427,0.8871754,916.78406,414.013,0.7533441,1429.3944,525.5047,0.87763804,1766.0221,641.98816,0.87455046
36,433.88196,495.90594,0.9003311,778.8085,350.79953,0.8987244,917.9875,413.8224,0.74241453,1431.085,525.655,0.9022802,1768.6041,643.39465,0.8711208
37,437.21564,498.1912,0.8989253,786.3826,354.18033,0.8326041,925.598,418.23587,0.7686856,1437.671,528.5402,0.86599874,1773.5579,645.61066,0.90688276
38,431.44696,485.23996,0.91755,795.49274,353.62387,0.8075787,936.4314,418.1188,0.7923612,1447.3308,530.46423,0.8823645,1779.6042,647.45264,0.86843574
39,404.7754,460.88864,0.94525903,797.5186,353.6545,0.80508846,938.8677,418.385,0.8342058,1449.287,530.3582,0.86591846,1780.6357,647.18414,0.8809884
40,367.76743,419.3381,0.9098005,792.4901,353.63116,0.7906812,932.29297,417.30716,0.81001806,1443.9465,530.05615,0.72138447,1778.0873,646.65686,0.91545725
41,323.36813,365.40054,0.878036,782.7046,355.1224,0.7588365,921.80115,417.67334,0.76807344,1435.1627,528.018,0.6831505,1772.2361,645.2642,0.8916146
42,300.10242,300.14044,0.86916316,778.6985,351.54517,0.8603646,917.1478,413.7069,0.74404335,1429.9393,524.3863,0.873991,1768.9061,640.873,0.884159
43,299.10703,229.91647,0.8027544,776.7942,349.00183,0.91676337,912.24176,409.67435,0.7918986,1425.9839,519.0512,0.83631706,1764.7268,636.99146,0.8565884
44,319.61432,179.71796,0.8568915,779.5528,350.68204,0.8991803,910.58264,409.80484,0.7680354,1424.5059,518.6924,0.8667145,1763.7694,635.72943,0.8853118
45,350.77927,139.30441,0.82413816,781.2828,351.3484,0.8346746,910.8313,407.88516,0.7662592,1424.7914,517.26184,0.9002827,1764.5686,633.90186,0.8795421
46,365.03406,140.71652,0.81648666,782.5802,357.13242,0.8592202,914.36505,413.99277,0.7463538,1427.9309,523.55945,0.8536298,1767.4397,639.9898,0.83338976
47,356.70822,156.60358,0.7768782,790.6038,362.12573,0.84885424,919.3889,418.1271,0.7713516,1434.9009,525.5178,0.81413025,1772.6311,640.7154,0.85869086
48,334.21826,182.0552,0.80590624,789.0021,356.9998,0.85127294,920.09924,416.12524,0.733615,1433.7704,522.73236,0.81304765,1772.1064,637.80457,0.91730666
49,306.26266,228.79872,0.8129552,785.2117,356.75153,0.843779,917.66766,415.7969,0.72972375,1432.7673,521.7205,0.84528035,1771.4653,635.9812,0.9238153
50,300.8531,284.37418,0.8700458,781.85205,350.44528,0.93080354,917.9516,411.6843,0.76232284,1433.78,517.48444,0.91352654,1771.4241,631.9875,0.8744997
51,317.07224,350.31656,0.8266755,777.3853,348.86542,0.8618643,915.97565,411.19928,0.7833408,1429.8403,517.1709,0.7411507,1768.799,632.14276,0.86979616
52,350.21948,406.0662,0.9064905,776.08307,348.00677,0.9065346,915.0286,411.07175,0.8040775,1428.551,520.7508,0.68974566,1767.0681,637.3169,0.86680937
53,387.4212,454.64505,0.8877963,777.25775,351.40405,0.8526728,916.6968,414.25363,0.7433763,1429.5034,525.57587,0.8226358,1767.6349,643.3927,0.87985724
54,414.02774,479.96222,0.93782693,778.3364,351.47263,0.8948222,916.9096,414.37354,0.73977846,1430.0076,526.0861,0.8791825,1768.2898,643.6679,0.898663
55,419.97092,486.4981,0.84582955,779.35614,353.1867,0.8292265,916.5014,416.32767,0.768836,1430.6968,527.33417,0.87427545,1769.1875,644.7854,0.88718444
56,411.53915,477.88873,0.9214432,781.14856,353.36935,0.84350926,919.1297,416.76938,0.747875,1434.1323,528.2214,0.83015496,1771.198,646.37854,0.90656537
57,390.1986,452.76328,0.89830077,784.0984,351.6581,0.8759044,924.8506,415.25705,0.73406154,1437.1873,527.8525,0.7831257,1773.197,646.2574,0.91851646
58,355.41513,416.26495,0.8772425,781.4507,352.89432,0.8136879,920.75964,416.93533,0.73799735,1434.1473,528.78564,0.75638884,1770.7781,647.1329,0.8908931
59,320.08472,362.435,0.8358496,777.3078,352.25375,0.8358702,916.465,414.2275,0.72105867,1429.3585,527.23114,0.7435793,1768.4532,645.5984,0.8965316
60,298.1997,299.32364,0.82584876,774.8426,348.75644,0.9470031,912.75116,410.69394,0.79313254,1426.3433,522.7802,0.8295621,1763.9362,640.2425,0.85711044
61,292.44232,238.02847,0.86040443,774.61646,348.24905,0.9488965,909.88086,408.47855,0.80511534,1423.4819,518.5079,0.8691919,1763.3721,636.9797,0.86190933
62,306.11914,186.63837,0.7810966,773.9657,344.5389,0.9190482,908.02783,404.27606,0.8126787,1422.1144,513.879,0.9087449,1761.4178,631.4212,0.85884166
63,323.9531,157.64644,0.81513524,773.82745,345.23837,0.9067563,905.32275,404.02316,0.78751063,1420.0402,512.519,0.86710596,1760.1782,629.41797,0.9168372
64,326.61652,160.1067,0.7716147,776.76605,348.52652,0.85877174,908.95636,407.2698,0.8429228,1422.4727,515.9035,0.91576713,1762.7227,633.855,0.8614751
65,316.61816,176.95905,0.81648034,776.85785,348.49838,0.8877206,909.49005,407.56638,0.79749054,1423.232,517.59845,0.89492744,1763.0919,635.96265,0.8835257
66,299.05655,211.67278,0.80035084,774.3394,346.49475,0.9469733,908.87885,407.1816,0.82513493,1422.4602,515.93335,0.9167658,1762.5806,633.95013,0.8486267
67,289.14008,260.78992,0.8534027,770.26794,341.02933,0.7721521,908.2617,404.5871,0.8202528,1422.5334,513.63086,0.89489895,1761.8275,630.7204,0.8994827
68,299.61,320.7339,0.85163426,767.404,341.06827,0.79909694,905.80646,403.92123,0.80429834,1420.1034,513.30914,0.78367597,1759.5677,631.30365,0.86880344
69,332.96875,385.22968,0.86894035,769.3855,343.89124,0.8532767,908.4647,406.54868,0.8278818,1421.1328,516.6973,0.7368509,1760.891,636.9767,0.9152336
70,372.76935,441.71585,0.8961141,771.46967,347.6676,0.9328672,909.3099,409.68427,0.7775487,1422.643,523.0118,0.71756643,1761.04,641.188,0.8522332
71,417.27524,480.14542,0.9194899,772.5391,346.69373,0.9599668,910.0695,408.69147,0.7769452,1423.2925,522.74713,0.76143014,1761.1459,641.8829,0.87061286
72,447.57864,506.79718,0.91478366,774.2636,349.7251,0.97163063,911.87494,411.90387,0.7672651,1425.5503,525.5107,0.8462266,1762.6174,643.93665,0.92484283
73,459.0423,516.17883,0.91737956,774.66296,351.69077,0.9499103,913.43945,414.21933,0.7238885,1427.0455,527.836,0.8571162,1765.1171,645.58,0.92230284
74,448.4354,507.3186,0.9089794,776.565,350.15656,0.94250375,916.2922,413.8157,0.7366245,1429.3193,527.8123,0.8692564,1768.0498,646.89105,0.88569194
75,428.31998,489.94843,0.88645375,781.0344,351.23505,0.89907694,920.58026,415.60587,0.73548865,1433.9366,529.26086,0.8813815,1770.5881,648.1738,0.8709262
76,388.01318,450.34265,0.92927974,778.9854,348.9373,0.91243577,918.4672,412.80417,0.74983203,1431.5076,527.39246,0.8021509,1769.8242,646.98065,0.9015958
77,340.01437,400.75113,0.8736993,773.51245,350.22623,0.93317163,913.1362,413.16623,0.7520721,1426.5532,527.48376,0.73046595,1764.6772,645.6318,0.9357883
78,306.8586,336.34045,0.85107785,773.62494,349.6608,0.8950505,911.9868,412.40634,0.74755573,1425.4105,526.0981,0.7665435,1762.932,644.31335,0.9234906
79,289.75555,267.2218,0.8728039,773.1753,346.16946,0.93917406,909.87274,408.45264,0.7930961,1423.9407,521.534,0.7959284,1761.906,640.11444,0.83501595
80,298.6049,213.4307,0.7863247,772.9187,348.11102,0.94035095,907.38324,408.49612,0.8152461,1421.1372,519.038,0.85225046,1761.2974,637.8836,0.8462444
81,316.91614,170.5304,0.7638507,774.16846,345.57605,0.8699169,906.376,404.55484,0.8299919,1420.9698,514.70526,0.9306705,1761.3156,633.5536,0.86011183
82,321.4352,165.7392,0.79217035,775.19006,349.32446,0.90021443,906.56665,408.0899,0.78420174,1420.6606,517.79346,0.8742369,1760.7882,636.7899,0.8782212
83,320.9511,190.93756,0.84242535,783.1042,357.08456,0.84498245,915.46454,415.95364,0.7428674,1430.2001,525.64026,0.9063885,1769.3976,642.3671,0.86151063
84,310.14587,227.3387,0.8090699,787.8751,358.02618,0.8492696,922.42944,418.20557,0.77100325,1436.2808,526.1376,0.77926254,1774.0615,641.52527,0.8519207
85,301.88376,276.92676,0.8787308,783.7956,356.97525,0.8228836,920.76733,417.68005,0.7548527,1434.2048,524.2542,0.7811651,1773.2239,639.3982,0.9199884
86,308.57224,331.1637,0.8352024,779.8807,350.65814,0.8588197,918.71783,412.38007,0.7648735,1434.0132,519.38745,0.79050076,1771.9467,634.54987,0.9559959
87,339.87637,397.0781,0.8469676,779.34766,352.27902,0.8255677,918.6562,414.28702,0.70624524,1432.3918,522.5944,0.74245346,1771.175,638.4005,0.94010067
88,384.44113,449.8141,0.93956494,780.5002,353.86197,0.8086275,918.4856,416.11288,0.72184825,1432.7029,525.06323,0.78715026,1771.1514,640.7954,0.8818149
89,428.57394,491.93738,0.92516583,777.4979,350.74716,0.89472985,917.2564,413.49808,0.7474177,1430.0128,524.8012,0.8597264,1768.5704,642.32324,0.8764972
90,462.03452,515.01,0.9482984,773.9701,348.11917,0.99126375,911.7641,410.83328,0.8066203,1425.2157,523.60455,0.830329,1762.4661,641.696,0.8571697
91,478.9239,525.4819,0.9034478,774.9364,347.653,0.9674137,912.57086,410.7204,0.80803365,1425.6111,524.5779,0.850887,1762.8225,643.43176,0.90825975
92,472.09204,524.04504,0.83407784,778.14923,350.80402,0.9356868,917.4146,414.36966,0.7233501,1430.6147,528.9311,0.88815373,1768.4442,647.0108,0.87885284
93,454.44516,501.56622,0.8802379,791.1122,349.049,0.9567253,929.76794,413.2885,0.76933974,1440.3691,530.67303,0.8839942,1774.954,651.3001,0.9374569
94,404.43686,457.34058,0.8715336,779.882,339.91324,0.8309469,918.67596,406.14868,0.8054356,1430.4114,523.97046,0.818695,1765.9846,645.0063,0.8900174
95,346.2442,409.82755,0.8235378,764.5245,344.48444,0.89389753,902.8572,408.71567,0.771247,1416.1301,525.02484,0.7491884,1757.1376,646.2735,0.9097603
96,305.81802,337.64383,0.871334,766.2482,341.9586,0.80469084,904.0396,406.21878,0.80571324,1416.9495,523.7119,0.7283011,1757.9944,645.7457,0.88835
97,283.53894,271.61743,0.8460197,762.6024,342.43796,0.8607228,899.0014,406.27948,0.805262,1412.7153,520.8547,0.80875933,1753.5498,641.93097,0.8318042
98,288.2648,209.8347,0.85304374,765.19653,341.17877,0.9042229,898.8265,402.98453,0.7879591,1412.636,517.35364,0.83307797,1754.7655,639.55554,0.90829927
99,308.0981,163.54929,0.76885486,767.2634,340.08615,0.8562257,898.46216,401.10526,0.7444891,1412.8384,515.8238,0.8670361,1754.7389,637.48944,0.9161341
100,322.21707,153.2432,0.7550018,767.9888,347.15408,0.8560998,898.54816,406.07874,0.7974425,1412.4253,519.5729,0.80468726,1754.0123,640.6196,0.8754334
101,325.912,163.3511,0.7595363,777.72046,350.08096,0.8787823,909.8048,409.02292,0.8197251,1423.3539,523.16907,0.79252386,1761.5414,642.0654,0.862895
102,310.6291,190.57426,0.83782625,776.63196,351.14706,0.8735483,909.451,410.31247,0.7894397,1423.0697,523.33026,0.79414415,1761.504,641.7375,0.8488692
103,293.163,234.38643,0.79573596,774.18146,348.53488,0.9417349,909.5852,409.5671,0.7813009,1424.1394,522.3576,0.79879135,1761.9386,640.9254,0.81424457
104,291.34238,287.47607,0.86343396,770.8302,341.39786,0.8110925,908.8876,405.38803,0.82777286,1422.2712,516.3834,0.877922,1762.2147,636.48035,0.874238
105,308.75424,350.74173,0.8995826,760.02264,336.5843,0.88538104,898.17316,398.76865,0.7394448,1411.8942,511.23724,0.716863,1753.4863,630.5645,0.8962055
106,346.41638,401.647,0.86513793,756.23047,329.44257,0.94001436,893.4189,393.002,0.80739844,1406.1802,510.69006,0.75527114,1747.3296,634.2034,0.8661433
107,393.1848,455.576,0.827868,754.03503,333.22403,0.9306931,891.49695,398.48264,0.75940347,1404.6417,517.6593,0.8596718,1744.5372,642.757,0.85336244
108,430.28122,486.15378,0.94857156,757.14355,335.66013,0.9344652,895.0276,401.513,0.73735434,1408.4622,521.07605,0.796227,1747.5929,645.1182,0.9258028
109,446.7479,500.67932,0.93383884,763.9035,341.03064,0.8711386,901.88934,406.75632,0.8123929,1415.0546,525.6755,0.88023263,1755.0414,648.1157,0.87403363
110,437.39447,492.3442,0.8933138,770.59796,340.6585,0.82838684,909.7029,406.8665,0.8203904,1420.5386,526.3021,0.7561089,1758.7465,649.7753,0.9195893
111,415.35287,469.72247,0.9323214,771.4418,338.70297,0.83174825,910.4722,405.64105,0.80850846,1421.3102,524.63855,0.7402584,1759.4082,647.92334,0.8836096
112,377.67184,436.25168,0.9191313,771.057,340.50803,0.78353584,910.2141,407.18246,0.8347538,1420.8616,525.90607,0.6952639,1758.7102,649.3231,0.8982633
113,335.24203,385.26855,0.87964237,768.0536,340.15405,0.7977302,907.0004,406.6323,0.83335525,1417.8322,525.3558,0.7133573,1757.3289,648.62854,0.91638464
114,297.71686,323.22064,0.85915023,761.0576,339.74847,0.7965763,898.4052,404.54996,0.7962612,1411.8845,522.4142,0.7475721,1752.9307,645.58344,0.90437216
115,279.89142,256.73328,0.8357951,759.50555,337.60147,0.83532554,896.6855,402.76364,0.76264215,1410.1705,519.0939,0.8477231,1751.3832,642.4809,0.84843475
116,286.93677,196.08292,0.86659133,761.20404,334.09143,0.8891555,894.44775,396.19046,0.74686104,1408.0715,512.4603,0.88920724,1748.9927,635.7714,0.86831206
117,305.07767,154.8385,0.8278054,761.10406,336.16968,0.7821077,892.48126,397.49014,0.7628083,1406.503,512.8292,0.9063497,1748.2229,636.0208,0.8676624
118,320.6622,139.14127,0.8209886,763.4829,338.08542,0.844542,894.6936,399.0594,0.7128212,1408.7332,515.9165,0.8816393,1751.2667,639.6248,0.8326147
119,323.4751,158.35037,0.83191377,771.47284,348.12698,0.90184194,902.5258,408.4361,0.75787216,1416.5281,523.772,0.8603535,1757.7185,645.10657,0.89243096
120,314.24365,180.57071,0.773076,774.93494,348.71475,0.93520606,908.21045,408.63284,0.79215616,1421.1985,523.62775,0.79930985,1760.1304,643.25146,0.86963683
121,295.31067,222.82455,0.84778047,773.0559,348.7416,0.9371215,907.7803,409.79163,0.786687,1420.572,524.48975,0.78276366,1759.5531,643.7149,0.8783536
122,289.84793,275.31302,0.8653185,771.27606,345.05753,0.9194644,909.13434,408.39886,0.7901055,1421.9354,523.84705,0.7946796,1760.9532,643.7258,0.8877978
123,304.69293,336.6203,0.8136551,767.7812,344.48108,0.85963833,906.1103,407.30002,0.7960315,1418.324,521.3914,0.6644396,1758.9976,643.0641,0.9060193
124,338.9764,399.00513,0.9006606,765.95264,343.11978,0.89142513,904.10596,406.57816,0.8082194,1416.9895,522.21924,0.73336715,1757.3579,643.62885,0.92147946
125,382.02515,447.66418,0.91975594,763.11444,340.92764,0.87063754,901.7114,406.02893,0.8463561,1414.9537,522.94476,0.80904686,1755.1221,645.20294,0.8959932
126,415.71213,479.0782,0.9068589,761.21576,339.7577,0.8494961,899.46936,405.2936,0.83916634,1412.7759,524.4651,0.8616256,1753.2125,647.57294,0.86828303
127,432.8455,488.59967,0.8617946,770.8671,340.44937,0.8382046,910.0753,407.09344,0.82539845,1421.7328,527.0257,0.81669724,1760.0372,652.50793,0.92568135
128,434.14432,485.45288,0.82019573,784.48755,344.6807,0.9041919,923.3026,410.2495,0.83779174,1433.9956,531.51526,0.9169301,1769.3153,656.8071,0.88845617
129,413.61487,461.50586,0.90474284,786.3649,340.64154,0.8194946,925.4203,407.95242,0.8338684,1435.0901,530.403,0.91141164,1769.2727,657.141,0.88326406
130,372.95547,426.5883,0.8860252,779.3698,340.26886,0.8616611,917.8045,407.54706,0.7930136,1429.3945,530.3709,0.7992897,1765.0065,655.7996,0.845253
131,331.1674,379.46222,0.8393545,771.501,344.1544,0.85454625,910.7594,408.79053,0.77105856,1423.077,530.43774,0.7806189,1761.1824,655.6423,0.79836506
132,291.1954,309.56445,0.81621903,760.6117,337.8178,0.8228409,898.25183,403.40762,0.78309214,1411.7867,523.33514,0.75101453,1752.7891,646.8573,0.8947826
133,278.00452,244.99995,0.7917985,757.5442,338.05463,0.8112181,894.9558,403.94778,0.7706552,1408.5845,521.12396,0.8026586,1748.0819,643.8465,0.90956134
134,289.2947,181.97386,0.7780438,759.7577,335.21286,0.8800223,892.8968,398.15262,0.73555595,1406.823,516.03577,0.92346054,1747.2573,640.54694,0.820446
135,318.00162,140.51042,0.84901243,761.451,338.42303,0.8155243,893.3112,399.97397,0.72807795,1407.1965,517.98596,0.8920263,1747.4666,641.9858,0.8921845
136,343.16055,121.234085,0.7181712,762.7716,343.15918,0.85943294,893.94135,403.33234,0.7762842,1407.4017,521.5521,0.7958201,1747.4585,644.46625,0.91610956
137,353.33395,124.063484,0.80693537,773.10175,349.03976,0.86448634,901.67816,407.16608,0.7968142,1415.7181,524.3439,0.86699444,1756.742,645.88245,0.8857655
138,347.6161,146.931,0.8036865,779.4602,353.88806,0.84060305,910.9844,411.42404,0.7706793,1425.1874,525.26355,0.8515078,1763.122,644.10693,0.90965235
139,321.57706,177.01396,0.7720969,779.3513,352.34164,0.8707642,911.525,411.53043,0.7747598,1425.5906,524.3463,0.8801321,1763.2467,642.29767,0.8944184
140,300.30612,228.59805,0.8249074,777.17114,350.8177,0.8611781,912.9129,412.38968,0.78156155,1426.5657,525.0445,0.8867193,1764.2886,642.71356,0.9015831
141,293.28494,287.09445,0.8926177,774.20325,347.63037,0.9656877,912.03625,410.0266,0.8038381,1425.7809,522.79596,0.84483063,1764.1012,641.0947,0.87945914
142,305.90295,340.69473,0.8541749,762.5025,337.92227,0.8284352,899.6226,401.27338,0.77562106,1413.8181,515.533,0.76114225,1755.2853,637.6981,0.9269406
143,334.99045,391.09265,0.8814382,755.60785,332.77356,0.9421335,893.92194,397.82608,0.72876763,1406.8912,516.42566,0.84464574,1746.7866,640.9497,0.85915154
144,365.6895,431.93036,0.9217732,748.12494,329.96695,0.95121735,885.75476,395.62155,0.78705835,1397.86,517.4654,0.8212768,1740.8263,645.4883,0.91538054
145,389.31714,453.436,0.8848565,746.14496,327.6731,0.93266714,882.8794,393.3951,0.7887641,1395.4564,516.91364,0.841292,1738.5612,645.26794,0.8968404
146,405.57074,468.39575,0.8835392,755.70856,333.51865,0.9692966,893.21606,399.96124,0.749841,1405.8319,522.81915,0.7819407,1747.4885,649.2653,0.8496011
147,403.01227,468.78723,0.8430918,761.3304,339.34283,0.83400214,899.66364,405.8106,0.8313874,1412.8925,527.2061,0.86809033,1754.1329,653.03326,0.924452
148,392.74774,449.52948,0.8716074,771.60846,338.04926,0.8007766,911.45404,405.72287,0.8086308,1423.025,528.29535,0.8523628,1760.4913,655.29767,0.8480361
149,357.11215,416.57867,0.9170527,766.35516,337.60278,0.8119764,905.2075,404.78162,0.8268333,1416.5634,526.3654,0.7918055,1756.029,652.67017,0.9738467
150,319.3305,371.83383,0.87506527,757.66376,338.90213,0.7919073,896.41724,405.29874,0.78601426,1409.7253,525.6199,0.7654758,1751.2847,650.0516,0.8960979
151,291.28622,310.55322,0.7781394,758.7425,335.4455,0.9131412,896.5995,401.7801,0.7546813,1409.8229,522.31116,0.7458046,1750.1504,646.3596,0.90306526
152,275.69888,254.4483,0.9011982,755.257,336.42465,0.86957496,892.57043,402.20648,0.791026,1405.5703,520.14014,0.8353454,1746.0415,644.2796,0.90880287
153,286.59308,195.67273,0.83134353,759.1102,336.88788,0.84815544,893.9132,401.75577,0.77025956,1407.5101,520.48315,0.8137515,1747.6777,644.99304,0.93185294
154,309.2485,149.81422,0.7260068,761.30505,338.3089,0.81054586,893.6932,400.41864,0.7510884,1407.6469,519.92236,0.8442583,1748.0382,644.46436,0.92440724
155,333.29523,126.478195,0.80107415,761.6824,343.1897,0.8128155,892.78784,403.3104,0.8033398,1406.0508,521.10126,0.7941037,1746.9092,645.068,0.9162803
